Фамилия|Имя|Отчество|Должность|Приказ|Год|РодНаграды
Дунаев|Федор||Красноармеец 392 стр. полка|Прик.РВСР № 4|1922 г.|Орден Красного Знамени
Дундичев|Иван|Дмитриевич|Командир образ. кав. дивизии 1 конной армии|Прик.РВСР № 41|1921 г.|Орден Красного Знамени
Дунцов|Павел|Александрович|Красноармеец 374 стр. полка|Прик.РВСР № 272|1920 г.|Орден Красного Знамени
Дураков|Василий|Яковлевич|Красноармеец 12 ОН роты|Прик.РВСР № 97|1923 г.|Орден Красного Знамени
Дураков|Егор|Петрович|Комроты 2 крепостного Уральского полка отдельной Уральской крепостной бригады|Прик.РВСР № 126|1920 г.|Орден Красного Знамени
Дураков|Иван|Яковлевич|Комроты 4 ОН полка|Прик.РВСР № 97|1923 г.|Орден Красного Знамени
Дураков|Павел||Телеграфист станции Ак-Басачи|Прик.РВСР № 160|1921 г.|Орден Красного Знамени
Дуриченко|М.|Г.|Красноармеец 4 кав. полка|Прик.РВСР № 775|1925 г.|Орден Красного Знамени
Дурмачев|Кузьма||Взводный командир 19 кавполка|Прик.РВСР № 160|1923 г.|Орден Красного Знамени
Дурнев|Николай|Романович|Начальник команды разведчиков 2 кавполка|Прик.РВСР № 41|1921 г.|Орден Красного Знамени
Дурнев|Степан|Андреевич|Красноармеец 1 кавполка особой кавбригады|Прик.РВСР № 84|1923 г.|Орден Красного Знамени
Дурнев|Тимофей|Акимович|Красноармеец 37 кавполка|Прик.РВСР № 159|1922 г.|Орден Красного Знамени
Дурникин|Егор|Дмитриевич|Н-к пулемета 298 полка|Прик.РВСР № 437|1920 г.|Орден Красного Знамени
Дусумбаев|Юсуп||Красноармеец 1 Туркестанского стр. полка|Прик.РВСР № 184|1922 г.|Орден Красного Знамени
Дутов|Александр|Алексеевич|Комвзвод 86 кавполка|Прик.РВСР № 160|1923 г.|Орден Красного Знамени
Дутченко|М.|3.|Красноармеец 237 стр. полка|Прик.РВСР № 65|1922 г.|Орден Красного Знамени
Духов|Константин|Федорович|Вр. комбат 8 — 238 стр. полка|Прик.РВСР № 65|1922 г.|Орден Красного Знамени
Дуцкевич|Виктор||Вр. комполка 44|Прик.РВСР № 353|1921 г.|Орден Красного Знамени
Душин|Артем||Помкомвзвода 92 полка|Прик.РВСР № 353|1921 г.|Орден Красного Знамени
Душкевич|Александр|Александрович|Командующий 9 армией|Прик.РВСР № 401|1920 г.|Орден Красного Знамени
Душман|Александр|Давыдович|Старший медврач 49 кавал. полка|Прик.РВСР № 156|1922 г.|Орден Красного Знамени
Душутин|Михаил|Васильевич|Красноармеец 379 стр. полка|Прик.РВСР № 133|1922 г.|Орден Красного Знамени
Дыбенко|Павел|Ефимович|Начальник сводной стрелковой дивизии|Прик.РВСР № 112|1921 г.|Орден Красного Знамени
Дыбенко|Павел|Ефимович|Надчив 1 Заднепровской стрелковой|Прик.РВСР № 36|1922 г.|Вторичное награждение
